alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Response
2.95,0.339,3.07,4.36,2.47,-0.0504,Calm,Sad
2.86,0.35,3.02,4.28,2.43,-0.0653,Calm,Sad
2.85,0.351,2.95,4.27,2.41,-0.0462,Calm,Sad
2.78,0.359,3.01,4.3,2.39,-0.023,Calm,Sad
2.6,0.384,2.92,4.26,1.98,0.0132,Calm,Sad
2.56,0.391,2.91,4.1,1.91,0.0399,Calm,Sad
2.65,0.378,2.92,3.91,1.82,0.0421,Calm,Sad
2.71,0.369,2.93,3.72,1.64,0.0519,Calm,Sad
2.7,0.37,2.77,3.69,1.59,0.0611,Calm,Sad
2.53,0.395,2.74,3.62,1.56,0.0831,Calm,Sad
2.41,0.416,2.68,3.45,1.51,0.128,Calm,Sad
2.39,0.418,2.68,3.38,1.63,0.137,Calm,Sad
2.39,0.419,2.71,3.38,1.63,0.134,Calm,Sad
2.31,0.434,2.71,3.29,1.69,0.139,Calm,Sad
2.18,0.459,2.74,2.91,1.7,0.165,Calm,Sad
2.27,0.441,2.67,2.76,1.75,0.139,Calm,Sad
2.4,0.417,2.65,3.13,1.77,0.0952,Calm,Sad
2.21,0.453,2.61,3.31,1.8,0.0875,Calm,Sad
2.06,0.485,2.58,3.29,1.79,0.0611,Calm,Sad
2.08,0.481,2.54,3.25,1.89,0.0522,Calm,Sad
3.04,0.329,2.85,4.2,1.84,0.0542,Calm,Sad
3,0.333,2.71,4,1.85,0.0434,Calm,Sad
2.76,0.362,2.61,3.92,1.77,0.0346,Calm,Sad
2.45,0.409,2.27,4,1.69,0.055,Calm,Sad
2.45,0.408,2.27,3.85,1.63,0.0638,Calm,Sad
2.45,0.408,2.24,3.7,1.59,0.0633,Calm,Sad
2.36,0.423,2.4,3.62,1.5,0.0589,Calm,Sad
2.29,0.436,2.55,3.38,1.43,0.0386,Calm,Sad
2.56,0.391,2.52,3.25,1.34,-0.0331,Calm,Sad
2.76,0.362,2.51,3.28,1.4,-0.0777,Calm,Sad
2.82,0.355,2.54,3.32,1.21,-0.087,Calm,Sad
2.83,0.353,2.6,3.43,1.11,-0.0909,Calm,Sad
2.86,0.35,2.62,3.47,1.2,-0.0924,Calm,Sad
2.92,0.342,2.64,3.4,1.33,-0.103,Calm,Sad
2.97,0.336,2.84,3.32,1.33,-0.0909,Calm,Sad
3.01,0.333,2.8,3.29,1.38,-0.0732,Calm,Sad
3.17,0.315,2.91,3.26,1.52,-0.0582,Calm,Sad
3.54,0.282,2.8,3.55,1.52,-0.0359,Calm,Sad
3.72,0.269,2.78,3.77,1.63,-0.0225,Calm,Sad
3.65,0.274,2.72,3.79,1.6,-0.00967,Calm,Sad
3.6,0.278,2.76,3.72,1.5,-0.00408,Calm,Sad
3.64,0.275,2.85,3.68,1.59,-0.0067,Calm,Sad
3.74,0.268,2.86,3.71,1.62,-0.00591,Calm,Sad
3.79,0.264,2.86,3.65,1.71,-0.000153,Calm,Sad
3.74,0.268,3.19,3.62,2.86,0.00396,Calm,Sad
3.77,0.265,3.69,4.1,3.32,0.00356,Calm,Sad
4.04,0.248,3.99,5.04,3.56,-0.000391,Calm,Sad
4.14,0.242,4.16,5.49,3.87,-0.00413,Calm,Sad
4.04,0.247,4.43,5.49,4.03,-0.00528,Calm,Sad
4,0.25,4.62,5.6,4.16,-0.00892,Calm,Sad
4.24,0.236,4.67,5.85,4.25,-0.00837,Calm,Sad
4.62,0.216,4.68,6.02,4.28,-0.0028,Calm,Sad
4.9,0.204,4.67,6.07,4.28,-0.000612,Calm,Sad
5.03,0.199,4.68,6.07,4.29,-0.00265,Calm,Sad
5.09,0.196,4.68,6.07,4.29,-0.00562,Calm,Sad
5.17,0.193,4.49,6.08,4.02,-0.00692,Calm,Sad
5.18,0.193,4.39,6.05,3.94,-0.00685,Calm,Sad
5.09,0.196,4.26,5.83,3.7,-0.00709,Calm,Sad
5.03,0.199,4.05,5.55,3.22,-0.00607,Calm,Sad
5.07,0.197,3.68,5.54,3.11,-0.00511,Calm,Sad
5.07,0.197,3.36,5.42,2.47,-0.00484,Calm,Sad
4.94,0.202,3.22,5.36,2.26,-0.00515,Calm,Sad
4.74,0.211,3.21,5.58,2.07,-0.0043,Calm,Sad
4.57,0.219,3.15,5.8,1.98,-0.00285,Calm,Sad
4.4,0.227,3.1,5.84,1.99,0.00369,Calm,Sad
4.16,0.24,3.16,5.85,2.03,0.017,Calm,Sad
4.03,0.248,3.2,5.83,2.07,0.0205,Calm,Sad
4.02,0.249,2.91,5.78,2.04,0.0195,Calm,Sad
4.07,0.246,3.01,5.8,2.49,0.0154,Calm,Sad
4,0.25,3,5.82,3.48,0.0201,Calm,Sad
4.09,0.245,3.57,5.83,3.79,0.0233,Calm,Sad
4.22,0.237,3.63,5.87,3.78,0.022,Calm,Sad
4.15,0.241,3.7,5.8,3.79,0.0184,Calm,Sad
4.04,0.248,3.81,5.83,3.81,0.0134,Calm,Sad
4.1,0.244,3.87,6.19,3.8,0.0123,Calm,Sad
4.13,0.242,3.88,6.45,3.81,0.0108,Calm,Sad
4.12,0.242,3.84,6.56,3.78,0.0123,Calm,Sad
4.13,0.242,3.88,6.59,3.76,0.0136,Calm,Sad
4.12,0.243,3.86,6.6,3.69,0.0155,Calm,Sad
4.1,0.244,3.84,6.6,3.57,0.0183,Calm,Sad
4.03,0.248,3.67,6.59,1.96,0.0164,Calm,Sad
3.77,0.265,3.33,6.58,1.55,0.013,Calm,Sad
3.5,0.286,3.19,6.54,1.51,0.0134,Calm,Sad
3.39,0.295,3.29,6.46,1.43,0.0182,Calm,Sad
3.26,0.307,3.08,6.2,1.3,0.0219,Calm,Sad
3.19,0.313,3.03,5.61,1.46,0.00656,Calm,Sad
3.19,0.314,3.03,4.77,1.46,-0.00864,Calm,Sad
3.26,0.306,3.03,4.22,1.62,-0.0164,Calm,Sad
3.39,0.295,3.31,4.28,1.89,-0.00894,Calm,Sad
3.4,0.294,3.31,4.45,2.03,0.00589,Calm,Sad
3.4,0.294,3.31,4.57,2.16,0.00372,Calm,Sad
3.45,0.29,3.3,4.58,2.23,-0.00318,Calm,Sad
3.49,0.286,3.29,4.66,2.29,0.000111,Calm,Sad
3.48,0.288,3.24,4.75,2.3,0.00362,Calm,Sad
3.39,0.295,3.03,4.74,2.35,0.00414,Calm,Sad
3.27,0.306,3.12,4.75,2.36,0.0087,Calm,Sad
3.2,0.312,3.2,4.84,2.42,0.0179,Calm,Sad
3.19,0.313,3.27,4.91,2.45,0.036,Calm,Sad
3.18,0.314,3.01,4.92,2.42,0.0493,Calm,Sad
3.02,0.331,2.78,4.86,2.29,0.0479,Calm,Sad
2.83,0.354,2.9,4.7,2.33,0.0273,Calm,Sad
2.78,0.36,2.99,4.53,2.32,0.0371,Calm,Sad
2.79,0.359,3.01,4.56,2.26,0.0665,Calm,Sad
2.8,0.358,3.11,4.55,2.28,0.0491,Calm,Sad
2.83,0.354,3.37,4.46,2.27,0.0525,Calm,Sad
2.88,0.348,3.34,4.36,2.24,0.0658,Calm,Sad
2.78,0.359,3.3,4.2,2.16,0.066,Calm,Sad
3.06,0.326,3.29,4.08,2.13,0.0146,Calm,Sad
3.44,0.291,3.29,4.07,2.14,-0.0122,Calm,Sad
3.44,0.29,3.35,4.42,2.15,-0.0208,Calm,Sad
3.52,0.284,3.34,4.77,2.07,-0.0182,Calm,Sad
3.63,0.276,3.48,4.84,1.96,-0.0179,Calm,Sad
3.71,0.27,3.48,4.78,1.87,-0.0243,Calm,Sad
3.74,0.267,3.5,4.74,1.89,-0.0296,Calm,Sad
3.8,0.263,3.44,4.69,1.8,-0.0281,Calm,Sad
3.83,0.261,3.22,4.69,1.79,-0.0264,Calm,Sad
3.84,0.261,3.19,4.7,1.8,-0.0268,Calm,Sad
3.8,0.263,3.13,4.7,1.69,-0.0243,Calm,Sad
3.58,0.279,3.17,4.7,1.67,-0.0223,Calm,Sad
3.36,0.298,3.13,4.65,1.64,-0.0143,Calm,Sad
3.27,0.305,3.06,4.17,1.65,-0.00417,Calm,Sad
3.2,0.313,2.94,3.71,1.83,0.000238,Calm,Sad
3.06,0.327,2.63,3.66,2.02,0.017,Calm,Sad
3,0.333,2.55,3.68,2.24,0.0505,Calm,Sad
2.86,0.35,2.74,3.69,2.28,0.101,Calm,Sad
2.85,0.351,2.83,3.67,2.29,0.111,Calm,Sad
2.98,0.336,2.92,3.52,2.27,0.0719,Calm,Sad
2.28,0.439,2.3,3.23,1.76,-0.0786,Calm,Happy
2.01,0.499,2.41,3.49,1.78,-0.0658,Calm,Happy
2.3,0.435,2.17,3.9,1.75,-0.0553,Calm,Happy
2.56,0.39,2.14,4.21,1.87,-0.0504,Calm,Happy
2.54,0.394,2.61,4.43,2.03,-0.042,Calm,Happy
2.93,0.341,2.7,4.8,2.07,-0.00602,Calm,Happy
3.49,0.286,2.69,5.19,2.03,0.00781,Calm,Happy
3.62,0.276,2.77,5.32,2.03,0.00788,Calm,Happy
3.67,0.273,2.8,5.31,2.16,0.00627,Calm,Happy
3.73,0.268,3,5.31,2.18,0.00955,Calm,Happy
3.75,0.267,3.08,5.3,2.07,0.0128,Calm,Happy
3.75,0.267,3.04,5.3,2.04,0.0119,Calm,Happy
3.71,0.269,3.07,5.24,2.04,0.0106,Calm,Happy
3.58,0.28,3.11,5.1,1.94,0.0183,Calm,Happy
3.51,0.285,3.04,4.99,1.85,0.0266,Calm,Happy
3.47,0.288,2.9,4.81,1.76,0.0271,Calm,Happy
3.13,0.32,2.88,4.26,1.79,0.0313,Calm,Happy
2.47,0.405,2.87,3.3,1.85,0.0284,Calm,Happy
2.15,0.464,2.92,3.06,1.83,0.00342,Calm,Happy
2.15,0.464,3.02,3.42,1.68,-0.000515,Calm,Happy
2.02,0.494,2.93,3.43,1.64,-0.0627,Calm,Happy
2.09,0.479,2.96,3.35,1.45,-0.0871,Calm,Happy
2.09,0.479,2.97,3.35,1.41,-0.06,Calm,Happy
2.15,0.466,2.9,3.39,1.49,-0.0474,Calm,Happy
2.15,0.465,2.95,3.44,1.59,-0.0486,Calm,Happy
2.21,0.453,2.98,3.5,1.59,-0.0408,Calm,Happy
2.39,0.419,3.09,3.57,1.62,-0.0335,Calm,Happy
2.5,0.4,3.09,3.59,1.54,-0.0346,Calm,Happy
2.48,0.403,3.04,3.57,1.57,-0.0291,Calm,Happy
2.39,0.419,3.02,3.39,1.54,-0.0196,Calm,Happy
2.3,0.435,2.78,3.19,1.56,-0.00675,Calm,Happy
2.25,0.444,2.78,3.47,1.75,0.0191,Calm,Happy
2.4,0.416,2.7,3.81,1.77,0.0379,Calm,Happy
2.55,0.392,2.75,3.99,1.73,0.0211,Calm,Happy
2.61,0.383,2.72,4.05,1.67,-0.00385,Calm,Happy
2.65,0.377,2.64,4.02,1.63,-0.0219,Calm,Happy
2.68,0.373,2.44,4.05,1.56,-0.0365,Calm,Happy
2.67,0.375,2.37,4.12,1.46,-0.0601,Calm,Happy
2.85,0.351,2.46,4.17,1.42,-0.0698,Calm,Happy
3.01,0.332,2.57,4.23,1.38,-0.062,Calm,Happy
3.07,0.326,2.56,4.3,1.34,-0.0657,Calm,Happy
3,0.333,2.62,4.26,1.39,-0.0826,Calm,Happy
2.94,0.34,2.59,4.06,1.11,-0.0974,Calm,Happy
2.83,0.353,2.69,3.91,1.08,-0.126,Calm,Happy
2.73,0.367,2.62,3.88,1.18,-0.133,Calm,Happy
2.68,0.373,2.61,3.87,1.25,-0.116,Calm,Happy
2.7,0.37,2.72,3.85,1.28,-0.0945,Calm,Happy
2.74,0.364,2.81,3.76,1.53,-0.0792,Calm,Happy
2.57,0.389,2.72,3.63,1.69,-0.0486,Calm,Happy
2.28,0.439,2.74,3.6,1.78,-0.0184,Calm,Happy
2.05,0.487,2.74,3.47,1.87,0.000694,Calm,Happy
2.13,0.469,2.7,3.37,1.93,0.0103,Calm,Happy
2.27,0.44,2.66,3.38,1.97,0.0164,Calm,Happy
2.34,0.428,2.79,3.32,2.09,0.0237,Calm,Happy
2.31,0.432,2.83,3.16,2.09,0.0216,Calm,Happy
2.35,0.426,2.84,2.96,2.11,-0.000478,Calm,Happy
2.47,0.406,3,2.97,2.14,-0.017,Calm,Happy
2.42,0.412,2.9,3.21,2.09,-0.015,Calm,Happy
2.29,0.436,2.91,3.19,2.1,-0.00888,Calm,Happy
2.28,0.438,2.91,3.27,1.99,-0.00476,Calm,Happy
2.29,0.437,2.9,3.77,2,-0.00831,Calm,Happy
2.31,0.432,2.8,4.18,1.91,0.00836,Calm,Happy
2.31,0.433,2.83,4.39,1.88,0.0568,Calm,Happy
2.28,0.439,2.82,4.46,1.87,0.0942,Calm,Happy
2.29,0.436,2.75,4.48,1.75,0.104,Calm,Happy
2.37,0.422,2.76,4.49,1.98,0.12,Calm,Happy
2.33,0.429,2.75,4.48,2.14,0.171,Calm,Happy
2.26,0.443,2.77,4.45,2.19,0.198,Calm,Happy
2.49,0.401,2.75,4.45,2.25,0.127,Calm,Happy
2.6,0.385,2.76,4.49,2.24,0.118,Calm,Happy
2.62,0.382,2.81,4.46,2.29,0.124,Calm,Happy
2.64,0.378,2.85,4.25,2.25,0.137,Calm,Happy
2.62,0.382,2.85,3.88,2.24,0.143,Calm,Happy
2.64,0.379,2.86,3.43,2.27,0.106,Calm,Happy
2.7,0.37,2.91,3.2,2.21,0.0667,Calm,Happy
2.67,0.374,2.84,3.25,2.2,0.0483,Calm,Happy
2.67,0.375,2.68,3.34,1.98,0.0391,Calm,Happy
2.86,0.35,2.63,3.36,1.92,0.0333,Calm,Happy
3.01,0.333,2.81,3.31,1.93,0.0205,Calm,Happy
3,0.334,2.89,3.43,2.22,-0.00285,Calm,Happy
3.11,0.321,2.93,4.41,2.24,-0.00735,Calm,Happy
3.25,0.308,2.97,4.9,2.3,-0.000566,Calm,Happy
3.35,0.298,2.99,5.01,2.34,0.00357,Calm,Happy
3.49,0.286,3.01,5.17,2.43,0.00501,Calm,Happy
3.55,0.282,3.34,5.25,2.41,0.0069,Calm,Happy
3.6,0.278,3.38,5.27,2.49,0.00531,Calm,Happy
3.89,0.257,3.36,5.35,2.74,0.00801,Calm,Happy
4.1,0.244,3.81,5.4,2.96,0.0115,Calm,Happy
4.24,0.236,4.24,5.67,3.2,0.0108,Calm,Happy
4.22,0.237,4.36,5.99,3.25,0.0158,Calm,Happy
4.36,0.229,4.51,6.18,3.18,0.0141,Calm,Happy
4.57,0.219,4.66,6.14,3.26,0.0106,Calm,Happy
4.81,0.208,4.74,6.16,3.28,0.00922,Calm,Happy
5.06,0.198,4.87,6.25,3.34,0.00774,Calm,Happy
5.16,0.194,4.98,6.23,3.35,0.00724,Calm,Happy
5.19,0.193,4.96,6.23,3.35,0.00747,Calm,Happy
5.15,0.194,5.04,6.27,3.33,0.00801,Calm,Happy
5.11,0.196,5.21,6.34,3.32,0.00775,Calm,Happy
5.13,0.195,5.19,6.4,3.19,0.00811,Calm,Happy
5.41,0.185,5.17,6.3,2.97,0.00828,Calm,Happy
5.6,0.178,5.12,6.28,3.07,0.00891,Calm,Happy
5.56,0.18,5.03,6.24,3.08,0.0102,Calm,Happy
5.48,0.182,4.95,6.19,3.01,0.0105,Calm,Happy
5.39,0.186,4.92,6.15,3.07,0.0112,Calm,Happy
5.35,0.187,4.79,6.22,3.01,0.0117,Calm,Happy
5.51,0.181,4.79,6.45,2.98,0.0106,Calm,Happy
5.67,0.176,4.79,6.58,2.93,0.0095,Calm,Happy
2.9,0.345,2.76,5.11,1.68,-0.0221,Happy,Happy
3.02,0.331,2.84,5.06,1.68,-0.0137,Happy,Happy
2.93,0.342,2.88,5.02,1.69,-0.0373,Happy,Happy
2.86,0.35,2.84,5.05,1.57,-0.0696,Happy,Happy
2.8,0.357,2.75,5.1,1.76,-0.0642,Happy,Happy
2.7,0.371,2.72,5.1,1.82,-0.0497,Happy,Happy
2.79,0.359,2.78,5.09,1.87,-0.0348,Happy,Happy
3.08,0.325,2.8,5.16,1.88,-0.00415,Happy,Happy
3.3,0.303,2.83,5.2,2.01,0.0157,Happy,Happy
3.33,0.301,3,5.06,2.04,0.0299,Happy,Happy
3.4,0.294,3,4.99,1.98,0.0509,Happy,Happy
3.55,0.282,2.8,5,2.01,0.0683,Happy,Happy
3.55,0.282,2.76,5.01,2.05,0.0813,Happy,Happy
3.54,0.282,2.79,5.04,2.21,0.0842,Happy,Happy
3.58,0.279,2.99,4.99,2.25,0.0817,Happy,Happy
3.6,0.278,3.14,4.96,2.22,0.0781,Happy,Happy
3.57,0.28,3.25,4.98,2.29,0.082,Happy,Happy
3.51,0.285,3.27,4.96,2.35,0.0825,Happy,Happy
3.38,0.296,3.27,5.01,2.25,0.0772,Happy,Happy
3.32,0.301,3.18,5.07,2.22,0.0626,Happy,Happy
3.37,0.297,3.14,4.93,2.24,0.0487,Happy,Happy
3.18,0.314,3.23,4.75,2.36,0.0137,Happy,Happy
2.91,0.344,3.24,4.76,2.44,-0.0318,Happy,Happy
2.94,0.34,3.31,4.75,2.52,-0.0535,Happy,Happy
2.95,0.338,3.28,4.73,2.43,-0.0614,Happy,Happy
3.12,0.32,3.17,4.72,2.34,-0.0382,Happy,Happy
3.25,0.307,2.96,4.66,2.36,-0.0286,Happy,Happy
3.28,0.305,2.96,4.67,2.27,-0.027,Happy,Happy
3.32,0.302,3.01,4.59,2.31,-0.024,Happy,Happy
3.21,0.312,2.95,4.05,2.34,-0.0231,Happy,Happy
3.17,0.315,2.93,3.79,2.36,-0.0305,Happy,Happy
3.1,0.323,2.93,4.05,2.37,-0.0354,Happy,Happy
3.21,0.312,3.04,4.16,2.13,-0.0384,Happy,Happy
3.31,0.302,3.2,4.11,2.15,-0.0331,Happy,Happy
3.38,0.296,3.15,4.09,2.13,-0.0253,Happy,Happy
3.31,0.302,3.16,4.01,2.3,-0.0277,Happy,Happy
3.19,0.314,3.25,4.01,2.34,-0.0382,Happy,Happy
3.13,0.32,3.23,4.03,2.42,-0.0414,Happy,Happy
3.09,0.324,3.25,3.9,2.41,-0.0411,Happy,Happy
3.06,0.327,3.3,3.8,2.37,-0.0349,Happy,Happy
3.02,0.331,3.27,3.75,2.46,-0.0246,Happy,Happy
2.97,0.337,3.33,3.53,2.47,-0.0139,Happy,Happy
2.84,0.352,3.22,3.26,2.5,0.00487,Happy,Happy
2.57,0.39,3.14,3.3,2.59,0.0356,Happy,Happy
2.26,0.442,3.39,3.65,2.7,0.0499,Happy,Happy
2.32,0.431,3.46,3.82,2.76,-0.0299,Happy,Happy
2.57,0.388,3.54,3.9,3.01,-0.0707,Happy,Happy
2.54,0.393,3.54,3.99,3.29,-0.0911,Happy,Happy
2.52,0.396,3.56,4.11,3.35,-0.0789,Happy,Happy
2.44,0.409,3.51,4.22,3.44,-0.0839,Happy,Happy
2.39,0.419,3.61,4.27,3.53,-0.094,Happy,Happy
2.44,0.41,4.02,4.3,3.69,-0.0859,Happy,Happy
2.54,0.394,4.09,4.4,3.78,-0.0851,Happy,Happy
2.79,0.359,4.09,4.46,3.8,-0.0872,Happy,Happy
3.06,0.327,4.03,4.38,3.76,-0.074,Happy,Happy
3.18,0.314,3.96,4.27,3.73,-0.0572,Happy,Happy
3.05,0.328,3.86,4.35,3.69,-0.043,Happy,Happy
2.95,0.339,3.84,4.43,3.46,-0.0343,Happy,Happy
3.14,0.319,3.85,4.41,3.44,-0.0248,Happy,Happy
3.46,0.289,3.83,4.3,3.34,-0.0147,Happy,Happy
3.56,0.281,3.83,4.19,3.25,-0.0113,Happy,Happy
3.55,0.281,3.58,4.26,2.95,-0.00832,Happy,Happy
3.61,0.277,3.14,4.55,2.78,-0.00704,Happy,Happy
3.65,0.274,2.97,4.89,2.47,-0.00896,Happy,Happy
3.57,0.28,3.09,5.11,2.55,-0.00291,Happy,Happy
3.46,0.289,3.16,5.21,2.55,0.0119,Happy,Happy
3.47,0.288,3.15,5.26,2.59,0.0164,Happy,Happy
3.46,0.289,3.14,5.32,2.59,0.0142,Happy,Happy
3.4,0.294,3.14,5.39,2.62,0.0166,Happy,Happy
3.15,0.317,3.1,5.39,2.46,0.0215,Happy,Happy
2.83,0.353,3.17,5.39,2.49,0.0298,Happy,Happy
2.75,0.363,3.13,5.41,2.46,0.0151,Happy,Happy
2.91,0.344,3.14,5.45,2.46,-0.0145,Happy,Happy
3,0.333,3.27,5.37,2.48,-0.0192,Happy,Happy
2.92,0.342,3.43,5.12,2.59,-0.00681,Happy,Happy
2.89,0.345,3.26,4.96,2.72,-0.00487,Happy,Happy
2.91,0.344,3.37,4.99,2.7,-0.0218,Happy,Happy
3.05,0.328,3.4,4.97,2.74,-0.0337,Happy,Happy
3.27,0.306,3.6,4.85,2.75,-0.027,Happy,Happy
3.4,0.294,3.66,4.83,2.76,-0.0241,Happy,Happy
3.41,0.293,3.65,4.93,2.74,-0.0262,Happy,Happy
3.45,0.29,3.73,4.98,2.77,-0.0198,Happy,Happy
3.49,0.287,3.76,4.91,2.78,-0.00984,Happy,Happy
3.34,0.299,3.72,4.69,2.73,-0.00505,Happy,Happy
3.29,0.304,3.61,4.54,2.8,-0.0114,Happy,Happy
3.28,0.305,3.56,4.58,2.7,-0.0204,Happy,Happy
3.22,0.31,3.67,4.53,2.52,-0.0279,Happy,Happy
3.07,0.326,3.58,4.42,2.52,-0.0325,Happy,Happy
2.84,0.352,3.54,4.32,2.4,-0.0319,Happy,Happy
2.65,0.377,3.32,4.18,2.35,-0.0433,Happy,Happy
2.93,0.341,3.25,4.13,2.23,-0.034,Happy,Happy
3.23,0.309,3.11,4.22,2.08,-0.0277,Happy,Happy
3.21,0.311,3.06,4.34,2.03,-0.0348,Happy,Happy
3.16,0.316,3.02,4.44,1.96,-0.0351,Happy,Happy
3.14,0.319,3.06,4.47,1.97,-0.0269,Happy,Happy
3.11,0.321,3.03,4.41,1.68,-0.0192,Happy,Happy
3.16,0.316,2.93,4.34,1.79,-0.014,Happy,Happy
3.3,0.303,2.85,4.28,1.77,-0.00315,Happy,Happy
3.47,0.288,2.8,4.26,1.74,0.00339,Happy,Happy
3.57,0.28,2.84,4.27,1.91,-0.00132,Happy,Happy
3.52,0.284,2.86,4.27,1.83,-0.0042,Happy,Happy
3.41,0.293,2.85,3.99,1.78,-0.000831,Happy,Happy
3.41,0.294,2.79,3.6,1.8,-0.00112,Happy,Happy
3.42,0.292,2.73,3.3,1.79,-0.00235,Happy,Happy
3.4,0.294,2.7,2.91,1.81,-0.00528,Happy,Happy
3.41,0.293,2.69,2.73,1.96,-0.00195,Happy,Happy
3.42,0.293,2.76,2.75,1.85,0.0062,Happy,Happy
3.61,0.277,3.43,5.61,1.7,-0.00188,Happy,Sad
3.62,0.276,3.52,5.57,1.68,-0.00303,Happy,Sad
3.64,0.274,3.46,5.45,1.69,-0.0086,Happy,Sad
3.66,0.273,3.58,5.18,1.7,-0.0101,Happy,Sad
3.69,0.271,3.74,5.06,1.74,-0.00003,Happy,Sad
3.8,0.263,3.72,5.4,1.71,0.0122,Happy,Sad
3.84,0.261,3.72,5.71,1.58,0.0151,Happy,Sad
3.69,0.271,3.65,5.65,1.58,0.00828,Happy,Sad
3.66,0.273,3.59,5.44,1.58,-0.00908,Happy,Sad
3.63,0.276,3.46,5.39,1.59,-0.00748,Happy,Sad
3.52,0.284,3.31,5.4,1.46,0.00364,Happy,Sad
3.5,0.286,3.24,5.4,1.24,0.00594,Happy,Sad
3.49,0.287,3.19,5.45,1.24,0.00769,Happy,Sad
3.48,0.287,3.17,5.5,1.32,0.0123,Happy,Sad
3.57,0.28,2.84,5.5,1.53,0.0109,Happy,Sad
3.6,0.278,2.76,5.33,1.55,-0.00726,Happy,Sad
3.33,0.301,2.54,4.76,1.53,-0.0375,Happy,Sad
3.41,0.293,2.7,4.31,1.54,-0.0307,Happy,Sad
3.52,0.284,2.81,4.29,1.55,-0.011,Happy,Sad
3.7,0.27,2.99,4.23,1.69,-0.00134,Happy,Sad
3.89,0.257,3.03,4.17,1.95,-0.00923,Happy,Sad
3.95,0.253,3.09,4.16,2.05,-0.0174,Happy,Sad
3.97,0.252,3.12,4.07,2.06,-0.0208,Happy,Sad
4.02,0.249,3.1,3.86,2.04,-0.022,Happy,Sad
4.04,0.247,3.09,3.52,1.93,-0.0282,Happy,Sad
3.96,0.252,3.07,3.43,1.84,-0.0322,Happy,Sad
3.98,0.251,3.14,3.56,1.95,-0.0245,Happy,Sad
4.04,0.247,3.37,4.54,2.01,-0.019,Happy,Sad
4.07,0.246,3.33,5.34,1.99,-0.0319,Happy,Sad
4.02,0.249,3.3,5.54,2.08,-0.0472,Happy,Sad
3.88,0.258,3.24,5.54,1.88,-0.0461,Happy,Sad
3.74,0.268,3.2,5.55,1.8,-0.0431,Happy,Sad
3.66,0.273,3.18,5.56,1.79,-0.0411,Happy,Sad
3.73,0.268,3.25,5.56,1.86,-0.0406,Happy,Sad
3.84,0.261,3.31,5.57,1.86,-0.0392,Happy,Sad
3.91,0.256,3.38,5.57,1.87,-0.0358,Happy,Sad
3.91,0.256,3.48,5.56,1.93,-0.0399,Happy,Sad
3.82,0.262,3.21,5.55,1.87,-0.0531,Happy,Sad
3.72,0.269,3.01,5.29,1.8,-0.0592,Happy,Sad
3.53,0.283,2.94,4.55,1.78,-0.0534,Happy,Sad
3.33,0.3,2.88,3.99,1.69,-0.0719,Happy,Sad
3.31,0.302,3,4.05,1.71,-0.104,Happy,Sad
3.53,0.283,3.14,4.23,1.71,-0.0743,Happy,Sad
3.89,0.257,3.15,4.77,1.58,-0.0313,Happy,Sad
3.97,0.252,3.02,5.1,1.67,-0.0174,Happy,Sad
3.89,0.257,2.98,5.17,1.71,-0.00998,Happy,Sad
3.84,0.26,2.89,5.17,1.73,-0.00582,Happy,Sad
3.83,0.261,2.81,5.22,1.74,-0.00371,Happy,Sad
3.83,0.261,2.85,5.23,1.68,-0.00297,Happy,Sad
3.82,0.262,3,5.19,1.71,0.000743,Happy,Sad
3.81,0.263,3.11,5.16,1.78,0.0074,Happy,Sad
3.83,0.261,3.11,5.2,1.76,0.015,Happy,Sad
3.82,0.262,2.94,5.51,2.02,0.0203,Happy,Sad
3.59,0.279,2.8,5.81,2.07,0.0224,Happy,Sad
3.1,0.322,2.76,5.82,2.05,0.0294,Happy,Sad
2.53,0.395,2.83,5.73,2.13,0.0357,Happy,Sad
2.42,0.414,2.76,5.75,2.17,0.0813,Happy,Sad
2.63,0.381,2.77,5.75,2.16,0.112,Happy,Sad
3.14,0.319,2.87,5.8,2.24,0.058,Happy,Sad
3.47,0.288,2.76,5.89,2.25,0.0363,Happy,Sad
3.55,0.282,2.73,5.93,2.26,0.0397,Happy,Sad
3.65,0.274,2.59,5.92,2.2,0.0446,Happy,Sad
3.66,0.273,2.55,5.81,2.14,0.0455,Happy,Sad
3.62,0.276,2.51,5.46,1.84,0.0491,Happy,Sad
3.62,0.276,2.57,5.08,1.85,0.0469,Happy,Sad
3.63,0.276,2.58,4.98,1.86,0.0434,Happy,Sad
3.63,0.276,2.65,4.84,1.71,0.0433,Happy,Sad
3.61,0.277,2.71,4.68,1.61,0.042,Happy,Sad
3.52,0.284,2.59,4.65,1.47,0.0472,Happy,Sad
3.25,0.308,2.49,4.21,1.44,0.0861,Happy,Sad
2.98,0.335,2.49,3.54,1.42,0.127,Happy,Sad
2.82,0.355,2.34,3.41,1.38,0.118,Happy,Sad
2.6,0.385,2.4,3.51,1.47,0.116,Happy,Sad
2.44,0.41,2.46,3.65,1.47,0.0738,Happy,Sad
2.6,0.384,2.5,3.66,1.45,0.0292,Happy,Sad
2.65,0.377,2.44,3.54,1.42,0.0183,Happy,Sad
2.6,0.385,2.37,3.5,1.42,0.0168,Happy,Sad
2.68,0.372,2.42,3.54,1.41,0.0116,Happy,Sad
